名称,排名,简介,点评数量,很棒,较好,一般,较差,很差,待处理1,待处理2
泰色天香,"在成都的 1,519 家餐厅中排名第 207",¥¥ - ¥¥¥泰国菜,6 条点评,3,2,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">6<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">207</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省泰色天香<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d7003706-Tai_Se_TianXiang-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">泰国菜</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d7003706.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d7003706-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
香港新记茶餐厅(春熙店),"在成都的 1,519 家餐厅中排名第 208",中餐,15 条点评,2,3,6,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">3.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_35""></span></span><a class=""IcelI"" href=""#REVIEWS"">15<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">79</span></b> 的 <a href=""/Restaurants-g297463-c11-Chengdu_Sichuan.html"">成都中餐</a>（共 591 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">208</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div><div class=""uUbEd b"">评分</div><div><div class=""DzMcu""><span class=""ui_icon restaurants lANzp""></span><span class=""BPsyj"">食物</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_40""></span></span></div><div class=""DzMcu""><span class=""ui_icon bell lANzp""></span><span class=""BPsyj"">服务</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_40""></span></span></div><div class=""DzMcu""><span class=""ui_icon wallet-fill lANzp""></span><span class=""BPsyj"">实惠</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_40""></span></span></div><div class=""DzMcu""><span class=""ui_icon ambience lANzp""></span><span class=""BPsyj"">氛围</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_35""></span></span></div></div></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">中餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d4367512.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d4367512-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
牛牛福三国烤肉(春熙路店),"在成都的 1,519 家餐厅中排名第 209",烤肉,7 条点评,2,3,2,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">7<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">1</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html?cat=10668"">成都烤肉</a>（共 12 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">209</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省牛牛福三国烤肉(春熙路店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d4675679-NiuNiu_Fu_SanGuo_KaoRou_Chun_Xi_Road-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">烤肉</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d4675679.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d4675679-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
滋味烤鱼店(成都超洋店),"在成都的 1,519 家餐厅中排名第 210",烧烤,6 条点评,3,1,2,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">6<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">8</span></b> 的 <a href=""/Restaurants-g297463-c6-Chengdu_Sichuan.html"">成都烧烤</a>（共 77 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">210</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省滋味烤鱼店(成都超洋店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d4565926-Zi_Wei_Kao_Yu_Dian_ChengDu_Chao_Yang-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">烧烤</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d4565926.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d4565926-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
锦城印象(耍都店),"在成都的 1,519 家餐厅中排名第 211",,8 条点评,4,4,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">8<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">211</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省锦城印象(耍都店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3408757-JinCheng_YinXiang_Shua_Dou-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
麻辣空间火锅食府(西大街店),"在成都的 1,519 家餐厅中排名第 212",,6 条点评,3,2,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">6<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">212</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省麻辣空间火锅食府(西大街店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3408874-Spicy_Space_Hot_Pot_Restaurant_West_Street-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
银杏金阁,"在成都的 1,519 家餐厅中排名第 213",中餐粤菜,6 条点评,3,3,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">6<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">80</span></b> 的 <a href=""/Restaurants-g297463-c11-Chengdu_Sichuan.html"">成都中餐</a>（共 591 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">213</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省银杏金阁<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3409251-YinXing_Jin_Ge-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">中餐</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d3409251.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d3409251-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
皇冠假日酒店,"在成都的 1,519 家餐厅中排名第 214",中餐粤菜川菜,12 条点评,9,0,3,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">12<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">81</span></b> 的 <a href=""/Restaurants-g297463-c11-Chengdu_Sichuan.html"">成都中餐</a>（共 591 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">214</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省皇冠假日酒店<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d5054697-HuangGuanJiaRi_Hotel-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">中餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d5054697.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d5054697-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
江北老灶火锅(人民北路店),"在成都的 1,519 家餐厅中排名第 215",,8 条点评,1,2,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">8<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">215</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省江北老灶火锅(人民北路店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3408738-JiangBei_Lao_Zao_Hotpot_RenMin_North_Road-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
ZING 型乐特色餐厅,"在成都的 1,519 家餐厅中排名第 216",¥¥¥¥亚洲料理,5 条点评,5,0,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">5.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_50""></span></span><a class=""IcelI"" href=""#REVIEWS"">5<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">46</span></b> 的 <a href=""/Restaurants-g297463-c3-Chengdu_Sichuan.html"">成都亚洲料理</a>（共 107 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">216</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省ZING 型乐特色餐厅<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d21344569-ZING-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">价位</div><div class=""SrqKb"">US$150 - US$1,000</div></div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">亚洲料理</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">早餐, 午餐, 晚餐</div></div><div><div class=""tbUiL b"">功能</div><div class=""SrqKb"">可预订, 私人包厢, 座位, 提供酒精饮料, 电子付款, 免费Wifi, 餐桌服务, 禁烟餐厅</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d21344569.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d21344569-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
重庆刘一手火锅(草堂店),"在成都的 1,519 家餐厅中排名第 217",,7 条点评,1,3,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">7<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">217</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省重庆刘一手火锅(草堂店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3409330-Chongqing_Liuyishou_Hot_Pot_CaoTang-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
自贡好吃客(科华店),"在成都的 1,519 家餐厅中排名第 218",中餐川菜,10 条点评,4,3,2,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">10<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">82</span></b> 的 <a href=""/Restaurants-g297463-c11-Chengdu_Sichuan.html"">成都中餐</a>（共 591 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">218</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div><div class=""uUbEd b"">评分</div><div><div class=""DzMcu""><span class=""ui_icon restaurants lANzp""></span><span class=""BPsyj"">食物</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_45""></span></span></div><div class=""DzMcu""><span class=""ui_icon bell lANzp""></span><span class=""BPsyj"">服务</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_35""></span></span></div><div class=""DzMcu""><span class=""ui_icon wallet-fill lANzp""></span><span class=""BPsyj"">实惠</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_40""></span></span></div><div class=""DzMcu""><span class=""ui_icon ambience lANzp""></span><span class=""BPsyj"">氛围</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_35""></span></span></div></div></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">中餐</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d3409384.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d3409384-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
